case	rep	j	r	k	guesses
20 	 34 	 145 	 7 	 4 	 [1, 3]
20 	 35 	 154 	 5 	 3 	 [3, 5]
20 	 36 	 88 	 3 	 1 	 [1, 3]
20 	 37 	 252 	 1 	 1 	 [15, 1]
20 	 38 	 41 	 13 	 2 	 [3, 5]
20 	 39 	 230 	 10 	 9 	 [1, 3]
20 	 40 	 121 	 15 	 7 	 [1, 3]
20 	 41 	 1 	 1 	 0 	 [15, 1]
20 	 42 	 223 	 8 	 7 	 [15, 1]
20 	 43 	 18 	 14 	 1 	 [1, 3]
20 	 44 	 253 	 1 	 1 	 [15, 1]
20 	 45 	 70 	 11 	 3 	 [1, 3]
20 	 46 	 234 	 12 	 11 	 [3, 5]
20 	 47 	 164 	 14 	 9 	 [1, 3]
20 	 48 	 198 	 13 	 10 	 [3, 5]
20 	 49 	 193 	 4 	 3 	 [3, 5]
21 	 0 	 5 	 1 	 0 	 [15, 1]
21 	 1 	 44 	 6 	 1 	 [1, 3]
21 	 2 	 108 	 12 	 5 	 [3, 5]
21 	 3 	 140 	 11 	 6 	 [1, 3]
21 	 4 	 6 	 1 	 0 	 [15, 1]
21 	 5 	 115 	 9 	 4 	 [15, 1]
21 	 6 	 250 	 1 	 1 	 [15, 1]
21 	 7 	 233 	 11 	 10 	 [1, 3]
21 	 8 	 73 	 7 	 2 	 [1, 3]
21 	 9 	 141 	 9 	 5 	 [15, 1]
21 	 10 	 6 	 1 	 0 	 [15, 1]
21 	 11 	 107 	 12 	 5 	 [3, 5]
21 	 12 	 240 	 15 	 14 	 [1, 3]
21 	 13 	 65 	 4 	 1 	 [3, 5]
21 	 14 	 214 	 6 	 5 	 [1, 3]
21 	 15 	 18 	 14 	 1 	 [1, 3]
21 	 16 	 210 	 11 	 9 	 [1, 3]
21 	 17 	 155 	 5 	 3 	 [3, 5]
21 	 18 	 148 	 12 	 7 	 [3, 5]
21 	 19 	 152 	 5 	 3 	 [3, 5]
21 	 20 	 30 	 9 	 1 	 [15, 1]
21 	 21 	 98 	 13 	 5 	 [3, 5]
21 	 22 	 124 	 2 	 1 	 [1, 3]
21 	 23 	 216 	 13 	 11 	 [3, 5]
21 	 24 	 119 	 15 	 7 	 [1, 3]
21 	 25 	 212 	 6 	 5 	 [1, 3]
21 	 26 	 28 	 9 	 1 	 [15, 1]
21 	 27 	 78 	 13 	 4 	 [3, 5]
21 	 28 	 134 	 15 	 8 	 [1, 3]
21 	 29 	 137 	 15 	 8 	 [1, 3]
21 	 30 	 224 	 8 	 7 	 [15, 1]
21 	 31 	 138 	 13 	 7 	 [3, 5]
21 	 32 	 121 	 15 	 7 	 [1, 3]
21 	 33 	 151 	 12 	 7 	 [3, 5]
21 	 34 	 80 	 13 	 4 	 [3, 5]
21 	 35 	 37 	 7 	 1 	 [1, 3]
21 	 36 	 79 	 13 	 4 	 [3, 5]
21 	 37 	 14 	 15 	 1 	 [1, 3]
21 	 38 	 144 	 9 	 5 	 [15, 1]
21 	 39 	 72 	 7 	 2 	 [1, 3]
21 	 40 	 52 	 5 	 1 	 [3, 5]
21 	 41 	 183 	 7 	 5 	 [1, 3]
21 	 42 	 84 	 3 	 1 	 [1, 3]
21 	 43 	 80 	 13 	 4 	 [3, 5]
21 	 44 	 173 	 3 	 2 	 [1, 3]
21 	 45 	 195 	 13 	 10 	 [3, 5]
21 	 46 	 243 	 15 	 14 	 [1, 3]
21 	 47 	 213 	 6 	 5 	 [1, 3]
21 	 48 	 134 	 15 	 8 	 [1, 3]
21 	 49 	 184 	 7 	 5 	 [1, 3]
22 	 0 	 76 	 10 	 3 	 [1, 3]
22 	 1 	 76 	 10 	 3 	 [1, 3]
22 	 2 	 79 	 13 	 4 	 [3, 5]
22 	 3 	 109 	 7 	 3 	 [1, 3]
22 	 4 	 224 	 8 	 7 	 [15, 1]
22 	 5 	 19 	 13 	 1 	 [3, 5]
22 	 6 	 59 	 13 	 3 	 [3, 5]
22 	 7 	 81 	 13 	 4 	 [3, 5]
22 	 8 	 98 	 13 	 5 	 [3, 5]
22 	 9 	 89 	 14 	 5 	 [1, 3]
22 	 10 	 200 	 9 	 7 	 [15, 1]
22 	 11 	 222 	 15 	 13 	 [1, 3]
22 	 12 	 149 	 12 	 7 	 [3, 5]
22 	 13 	 191 	 4 	 3 	 [3, 5]
22 	 14 	 84 	 3 	 1 	 [1, 3]
22 	 15 	 12 	 15 	 1 	 [1, 3]
22 	 16 	 232 	 11 	 10 	 [1, 3]
22 	 17 	 23 	 11 	 1 	 [1, 3]
22 	 18 	 174 	 13 	 9 	 [3, 5]
22 	 19 	 8 	 1 	 0 	 [15, 1]
22 	 20 	 102 	 5 	 2 	 [3, 5]
22 	 21 	 186 	 11 	 8 	 [1, 3]
22 	 22 	 54 	 14 	 3 	 [1, 3]
22 	 23 	 150 	 12 	 7 	 [3, 5]
22 	 24 	 48 	 11 	 2 	 [1, 3]
22 	 25 	 196 	 13 	 10 	 [3, 5]
22 	 26 	 23 	 11 	 1 	 [1, 3]
22 	 27 	 178 	 13 	 9 	 [3, 5]
22 	 28 	 171 	 3 	 2 	 [1, 3]
22 	 29 	 149 	 12 	 7 	 [3, 5]
22 	 30 	 6 	 1 	 0 	 [15, 1]
22 	 31 	 62 	 4 	 1 	 [3, 5]
22 	 32 	 128 	 2 	 1 	 [1, 3]
22 	 33 	 19 	 13 	 1 	 [3, 5]
22 	 34 	 155 	 5 	 3 	 [3, 5]
22 	 35 	 251 	 1 	 1 	 [15, 1]
22 	 36 	 6 	 1 	 0 	 [15, 1]
22 	 37 	 193 	 4 	 3 	 [3, 5]
22 	 38 	 38 	 13 	 2 	 [3, 5]
22 	 39 	 52 	 5 	 1 	 [3, 5]
22 	 40 	 152 	 5 	 3 	 [3, 5]
22 	 41 	 83 	 3 	 1 	 [1, 3]
22 	 42 	 164 	 14 	 9 	 [1, 3]
22 	 43 	 135 	 15 	 8 	 [1, 3]
22 	 44 	 33 	 8 	 1 	 [15, 1]
22 	 45 	 44 	 6 	 1 	 [1, 3]
22 	 46 	 32 	 8 	 1 	 [15, 1]
22 	 47 	 30 	 9 	 1 	 [15, 1]
22 	 48 	 59 	 13 	 3 	 [3, 5]
22 	 49 	 66 	 4 	 1 	 [3, 5]
23 	 0 	 52 	 5 	 1 	 [3, 5]
23 	 1 	 213 	 6 	 5 	 [1, 3]
23 	 2 	 219 	 7 	 6 	 [1, 3]
23 	 3 	 150 	 12 	 7 	 [3, 5]
23 	 4 	 25 	 10 	 1 	 [1, 3]
23 	 5 	 5 	 1 	 0 	 [15, 1]
23 	 6 	 217 	 13 	 11 	 [3, 5]
23 	 7 	 122 	 15 	 7 	 [1, 3]
23 	 8 	 51 	 5 	 1 	 [3, 5]
23 	 9 	 155 	 5 	 3 	 [3, 5]
23 	 10 	 37 	 7 	 1 	 [1, 3]
23 	 11 	 143 	 9 	 5 	 [15, 1]
23 	 12 	 11 	 15 	 1 	 [1, 3]
23 	 13 	 255 	 1 	 1 	 [15, 1]
23 	 14 	 4 	 1 	 0 	 [15, 1]
23 	 15 	 183 	 7 	 5 	 [1, 3]
23 	 16 	 33 	 8 	 1 	 [15, 1]
23 	 17 	 2 	 1 	 0 	 [15, 1]
23 	 18 	 229 	 10 	 9 	 [1, 3]
23 	 19 	 232 	 11 	 10 	 [1, 3]
23 	 20 	 106 	 12 	 5 	 [3, 5]
23 	 21 	 186 	 11 	 8 	 [1, 3]
23 	 22 	 171 	 3 	 2 	 [1, 3]
23 	 23 	 121 	 15 	 7 	 [1, 3]
23 	 24 	 13 	 15 	 1 	 [1, 3]
23 	 25 	 25 	 10 	 1 	 [1, 3]
23 	 26 	 44 	 6 	 1 	 [1, 3]
23 	 27 	 99 	 13 	 5 	 [3, 5]
23 	 28 	 68 	 15 	 4 	 [1, 3]
23 	 29 	 73 	 7 	 2 	 [1, 3]
23 	 30 	 209 	 11 	 9 	 [1, 3]
23 	 31 	 162 	 11 	 7 	 [1, 3]
23 	 32 	 233 	 11 	 10 	 [1, 3]
23 	 33 	 201 	 14 	 11 	 [1, 3]
23 	 34 	 191 	 4 	 3 	 [3, 5]
23 	 35 	 121 	 15 	 7 	 [1, 3]
23 	 36 	 161 	 8 	 5 	 [15, 1]
23 	 37 	 35 	 15 	 2 	 [1, 3]
23 	 38 	 24 	 11 	 1 	 [1, 3]
23 	 39 	 72 	 7 	 2 	 [1, 3]
23 	 40 	 196 	 13 	 10 	 [3, 5]
23 	 41 	 11 	 15 	 1 	 [1, 3]
23 	 42 	 176 	 13 	 9 	 [3, 5]
23 	 43 	 232 	 11 	 10 	 [1, 3]
23 	 44 	 136 	 15 	 8 	 [1, 3]
23 	 45 	 226 	 9 	 8 	 [15, 1]
23 	 46 	 57 	 9 	 2 	 [15, 1]
23 	 47 	 208 	 11 	 9 	 [1, 3]
23 	 48 	 78 	 13 	 4 	 [3, 5]
23 	 49 	 168 	 3 	 2 	 [1, 3]
24 	 0 	 253 	 1 	 1 	 [15, 1]
24 	 1 	 165 	 14 	 9 	 [1, 3]
24 	 2 	 237 	 13 	 12 	 [3, 5]
24 	 3 	 112 	 9 	 4 	 [15, 1]
24 	 4 	 246 	 15 	 14 	 [1, 3]
24 	 5 	 207 	 5 	 4 	 [3, 5]
24 	 6 	 6 	 1 	 0 	 [15, 1]
24 	 7 	 92 	 14 	 5 	 [1, 3]
24 	 8 	 62 	 4 	 1 	 [3, 5]
24 	 9 	 50 	 5 	 1 	 [3, 5]
24 	 10 	 141 	 9 	 5 	 [15, 1]
24 	 11 	 152 	 5 	 3 	 [3, 5]
24 	 12 	 128 	 2 	 1 	 [1, 3]
24 	 13 	 77 	 10 	 3 	 [1, 3]
24 	 14 	 56 	 9 	 2 	 [15, 1]
24 	 15 	 31 	 8 	 1 	 [15, 1]
24 	 16 	 128 	 2 	 1 	 [1, 3]
24 	 17 	 189 	 15 	 11 	 [1, 3]
24 	 18 	 113 	 9 	 4 	 [15, 1]
24 	 19 	 66 	 4 	 1 	 [3, 5]
24 	 20 	 128 	 2 	 1 	 [1, 3]
24 	 21 	 233 	 11 	 10 	 [1, 3]
24 	 22 	 206 	 5 	 4 	 [3, 5]
24 	 23 	 236 	 13 	 12 	 [3, 5]
24 	 24 	 106 	 12 	 5 	 [3, 5]
24 	 25 	 197 	 13 	 10 	 [3, 5]
24 	 26 	 34 	 15 	 2 	 [1, 3]
24 	 27 	 204 	 5 	 4 	 [3, 5]
24 	 28 	 14 	 15 	 1 	 [1, 3]
24 	 29 	 170 	 3 	 2 	 [1, 3]
24 	 30 	 244 	 15 	 14 	 [1, 3]
24 	 31 	 196 	 13 	 10 	 [3, 5]
24 	 32 	 101 	 5 	 2 	 [3, 5]
24 	 33 	 240 	 15 	 14 	 [1, 3]
24 	 34 	 27 	 10 	 1 	 [1, 3]
24 	 35 	 86 	 3 	 1 	 [1, 3]
24 	 36 	 245 	 15 	 14 	 [1, 3]
24 	 37 	 160 	 8 	 5 	 [15, 1]
24 	 38 	 50 	 5 	 1 	 [3, 5]
24 	 39 	 116 	 11 	 5 	 [1, 3]
24 	 40 	 202 	 14 	 11 	 [1, 3]
24 	 41 	 83 	 3 	 1 	 [1, 3]
24 	 42 	 255 	 1 	 1 	 [15, 1]
24 	 43 	 10 	 15 	 1 	 [1, 3]
24 	 44 	 206 	 5 	 4 	 [3, 5]
24 	 45 	 133 	 15 	 8 	 [1, 3]
24 	 46 	 100 	 13 	 5 	 [3, 5]
24 	 47 	 212 	 6 	 5 	 [1, 3]
24 	 48 	 177 	 13 	 9 	 [3, 5]
24 	 49 	 198 	 13 	 10 	 [3, 5]
25 	 0 	 85 	 3 	 1 	 [1, 3]
25 	 1 	 69 	 15 	 4 	 [1, 3]
25 	 2 	 144 	 9 	 5 	 [15, 1]
25 	 3 	 192 	 4 	 3 	 [3, 5]
25 	 4 	 95 	 8 	 3 	 [15, 1]
25 	 5 	 101 	 5 	 2 	 [3, 5]
25 	 6 	 231 	 10 	 9 	 [1, 3]
25 	 7 	 98 	 13 	 5 	 [3, 5]
25 	 8 	 52 	 5 	 1 	 [3, 5]
25 	 9 	 176 	 13 	 9 	 [3, 5]
25 	 10 	 156 	 13 	 8 	 [3, 5]
25 	 11 	 46 	 11 	 2 	 [1, 3]
25 	 12 	 28 	 9 	 1 	 [15, 1]
25 	 13 	 12 	 15 	 1 	 [1, 3]
25 	 14 	 19 	 13 	 1 	 [3, 5]
25 	 15 	 98 	 13 	 5 	 [3, 5]
25 	 16 	 166 	 14 	 9 	 [1, 3]
25 	 17 	 184 	 7 	 5 	 [1, 3]
25 	 18 	 62 	 4 	 1 	 [3, 5]
25 	 19 	 164 	 14 	 9 	 [1, 3]
25 	 20 	 97 	 8 	 3 	 [15, 1]
25 	 21 	 188 	 15 	 11 	 [1, 3]
25 	 22 	 10 	 15 	 1 	 [1, 3]
25 	 23 	 116 	 11 	 5 	 [1, 3]
25 	 24 	 93 	 11 	 4 	 [1, 3]
25 	 25 	 129 	 2 	 1 	 [1, 3]
25 	 26 	 30 	 9 	 1 	 [15, 1]
25 	 27 	 19 	 13 	 1 	 [3, 5]
25 	 28 	 192 	 4 	 3 	 [3, 5]
25 	 29 	 88 	 3 	 1 	 [1, 3]
25 	 30 	 167 	 14 	 9 	 [1, 3]
25 	 31 	 140 	 11 	 6 	 [1, 3]
25 	 32 	 222 	 15 	 13 	 [1, 3]
25 	 33 	 185 	 11 	 8 	 [1, 3]
25 	 34 	 118 	 13 	 6 	 [3, 5]
25 	 35 	 246 	 15 	 14 	 [1, 3]
25 	 36 	 21 	 12 	 1 	 [3, 5]
25 	 37 	 185 	 11 	 8 	 [1, 3]
25 	 38 	 39 	 13 	 2 	 [3, 5]
25 	 39 	 109 	 7 	 3 	 [1, 3]
25 	 40 	 236 	 13 	 12 	 [3, 5]
25 	 41 	 239 	 15 	 14 	 [1, 3]
25 	 42 	 239 	 15 	 14 	 [1, 3]
25 	 43 	 202 	 14 	 11 	 [1, 3]
25 	 44 	 175 	 13 	 9 	 [3, 5]
25 	 45 	 23 	 11 	 1 	 [1, 3]
25 	 46 	 34 	 15 	 2 	 [1, 3]
25 	 47 	 96 	 8 	 3 	 [15, 1]
25 	 48 	 4 	 1 	 0 	 [15, 1]
25 	 49 	 5 	 1 	 0 	 [15, 1]
26 	 0 	 207 	 5 	 4 	 [3, 5]
26 	 1 	 140 	 11 	 6 	 [1, 3]
26 	 2 	 152 	 5 	 3 	 [3, 5]
26 	 3 	 32 	 8 	 1 	 [15, 1]
26 	 4 	 64 	 4 	 1 	 [3, 5]
26 	 5 	 12 	 15 	 1 	 [1, 3]
26 	 6 	 100 	 13 	 5 	 [3, 5]
26 	 7 	 96 	 8 	 3 	 [15, 1]
26 	 8 	 30 	 9 	 1 	 [15, 1]
26 	 9 	 243 	 15 	 14 	 [1, 3]
26 	 10 	 129 	 2 	 1 	 [1, 3]
26 	 11 	 124 	 2 	 1 	 [1, 3]
26 	 12 	 200 	 9 	 7 	 [15, 1]
26 	 13 	 250 	 1 	 1 	 [15, 1]
26 	 14 	 191 	 4 	 3 	 [3, 5]
26 	 15 	 198 	 13 	 10 	 [3, 5]
26 	 16 	 43 	 6 	 1 	 [1, 3]
26 	 17 	 255 	 1 	 1 	 [15, 1]
26 	 18 	 166 	 14 	 9 	 [1, 3]
26 	 19 	 129 	 2 	 1 	 [1, 3]
26 	 20 	 212 	 6 	 5 	 [1, 3]
26 	 21 	 94 	 11 	 4 	 [1, 3]
26 	 22 	 76 	 10 	 3 	 [1, 3]
26 	 23 	 139 	 11 	 6 	 [1, 3]
26 	 24 	 84 	 3 	 1 	 [1, 3]
26 	 25 	 236 	 13 	 12 	 [3, 5]
26 	 26 	 13 	 15 	 1 	 [1, 3]
26 	 27 	 217 	 13 	 11 	 [3, 5]
26 	 28 	 123 	 15 	 7 	 [1, 3]
26 	 29 	 141 	 9 	 5 	 [15, 1]
26 	 30 	 20 	 13 	 1 	 [3, 5]
26 	 31 	 168 	 3 	 2 	 [1, 3]
26 	 32 	 52 	 5 	 1 	 [3, 5]
26 	 33 	 140 	 11 	 6 	 [1, 3]
26 	 34 	 125 	 2 	 1 	 [1, 3]
26 	 35 	 29 	 9 	 1 	 [15, 1]
26 	 36 	 82 	 13 	 4 	 [3, 5]
26 	 37 	 196 	 13 	 10 	 [3, 5]
26 	 38 	 209 	 11 	 9 	 [1, 3]
26 	 39 	 120 	 15 	 7 	 [1, 3]
26 	 40 	 10 	 15 	 1 	 [1, 3]
26 	 41 	 67 	 15 	 4 	 [1, 3]
26 	 42 	 200 	 9 	 7 	 [15, 1]
26 	 43 	 178 	 13 	 9 	 [3, 5]
26 	 44 	 92 	 14 	 5 	 [1, 3]
26 	 45 	 2 	 1 	 0 	 [15, 1]
26 	 46 	 128 	 2 	 1 	 [1, 3]
26 	 47 	 145 	 7 	 4 	 [1, 3]
26 	 48 	 120 	 15 	 7 	 [1, 3]
26 	 49 	 71 	 11 	 3 	 [1, 3]
27 	 0 	 6 	 1 	 0 	 [15, 1]
27 	 1 	 140 	 11 	 6 	 [1, 3]
27 	 2 	 3 	 1 	 0 	 [15, 1]
27 	 3 	 125 	 2 	 1 	 [1, 3]
27 	 4 	 139 	 11 	 6 	 [1, 3]
27 	 5 	 91 	 14 	 5 	 [1, 3]
27 	 6 	 61 	 13 	 3 	 [3, 5]
27 	 7 	 206 	 5 	 4 	 [3, 5]
27 	 8 	 50 	 5 	 1 	 [3, 5]
27 	 9 	 51 	 5 	 1 	 [3, 5]
27 	 10 	 219 	 7 	 6 	 [1, 3]
27 	 11 	 184 	 7 	 5 	 [1, 3]
27 	 12 	 219 	 7 	 6 	 [1, 3]
27 	 13 	 192 	 4 	 3 	 [3, 5]
27 	 14 	 129 	 2 	 1 	 [1, 3]
27 	 15 	 126 	 2 	 1 	 [1, 3]
27 	 16 	 235 	 12 	 11 	 [3, 5]
27 	 17 	 209 	 11 	 9 	 [1, 3]
27 	 18 	 79 	 13 	 4 	 [3, 5]
27 	 19 	 112 	 9 	 4 	 [15, 1]
27 	 20 	 244 	 15 	 14 	 [1, 3]
27 	 21 	 247 	 15 	 14 	 [1, 3]
27 	 22 	 51 	 5 	 1 	 [3, 5]
27 	 23 	 188 	 15 	 11 	 [1, 3]
27 	 24 	 127 	 2 	 1 	 [1, 3]
27 	 25 	 196 	 13 	 10 	 [3, 5]
27 	 26 	 9 	 15 	 1 	 [1, 3]
27 	 27 	 73 	 7 	 2 	 [1, 3]
27 	 28 	 84 	 3 	 1 	 [1, 3]
27 	 29 	 93 	 11 	 4 	 [1, 3]
27 	 30 	 139 	 11 	 6 	 [1, 3]
27 	 31 	 146 	 7 	 4 	 [1, 3]
27 	 32 	 45 	 11 	 2 	 [1, 3]
27 	 33 	 80 	 13 	 4 	 [3, 5]
27 	 34 	 144 	 9 	 5 	 [15, 1]
27 	 35 	 203 	 5 	 4 	 [3, 5]
27 	 36 	 120 	 15 	 7 	 [1, 3]
27 	 37 	 147 	 7 	 4 	 [1, 3]
27 	 38 	 120 	 15 	 7 	 [1, 3]
27 	 39 	 104 	 5 	 2 	 [3, 5]
27 	 40 	 238 	 14 	 13 	 [1, 3]
27 	 41 	 130 	 2 	 1 	 [1, 3]
27 	 42 	 151 	 12 	 7 	 [3, 5]
27 	 43 	 23 	 11 	 1 	 [1, 3]
27 	 44 	 190 	 4 	 3 	 [3, 5]
27 	 45 	 88 	 3 	 1 	 [1, 3]
27 	 46 	 206 	 5 	 4 	 [3, 5]
27 	 47 	 97 	 8 	 3 	 [15, 1]
27 	 48 	 152 	 5 	 3 	 [3, 5]
27 	 49 	 198 	 13 	 10 	 [3, 5]
28 	 0 	 193 	 4 	 3 	 [3, 5]
28 	 1 	 233 	 11 	 10 	 [1, 3]
28 	 2 	 46 	 11 	 2 	 [1, 3]
28 	 3 	 179 	 10 	 7 	 [1, 3]
28 	 4 	 113 	 9 	 4 	 [15, 1]
28 	 5 	 37 	 7 	 1 	 [1, 3]
28 	 6 	 231 	 10 	 9 	 [1, 3]
28 	 7 	 114 	 9 	 4 	 [15, 1]
28 	 8 	 180 	 10 	 7 	 [1, 3]
28 	 9 	 90 	 14 	 5 	 [1, 3]
28 	 10 	 1 	 1 	 0 	 [15, 1]
28 	 11 	 246 	 15 	 14 	 [1, 3]
28 	 12 	 109 	 7 	 3 	 [1, 3]
28 	 13 	 40 	 13 	 2 	 [3, 5]
28 	 14 	 181 	 10 	 7 	 [1, 3]
28 	 15 	 31 	 8 	 1 	 [15, 1]
28 	 16 	 117 	 11 	 5 	 [1, 3]
28 	 17 	 57 	 9 	 2 	 [15, 1]
28 	 18 	 7 	 1 	 0 	 [15, 1]
28 	 19 	 31 	 8 	 1 	 [15, 1]
28 	 20 	 204 	 5 	 4 	 [3, 5]
28 	 21 	 190 	 4 	 3 	 [3, 5]
28 	 22 	 227 	 9 	 8 	 [15, 1]
28 	 23 	 124 	 2 	 1 	 [1, 3]
28 	 24 	 169 	 3 	 2 	 [1, 3]
28 	 25 	 33 	 8 	 1 	 [15, 1]
28 	 26 	 90 	 14 	 5 	 [1, 3]
28 	 27 	 34 	 15 	 2 	 [1, 3]
28 	 28 	 60 	 13 	 3 	 [3, 5]
28 	 29 	 226 	 9 	 8 	 [15, 1]
28 	 30 	 49 	 5 	 1 	 [3, 5]
28 	 31 	 157 	 13 	 8 	 [3, 5]
28 	 32 	 186 	 11 	 8 	 [1, 3]
28 	 33 	 179 	 10 	 7 	 [1, 3]
28 	 34 	 72 	 7 	 2 	 [1, 3]
28 	 35 	 214 	 6 	 5 	 [1, 3]
28 	 36 	 121 	 15 	 7 	 [1, 3]
28 	 37 	 63 	 4 	 1 	 [3, 5]
28 	 38 	 188 	 15 	 11 	 [1, 3]
28 	 39 	 90 	 14 	 5 	 [1, 3]
28 	 40 	 205 	 5 	 4 	 [3, 5]
28 	 41 	 190 	 4 	 3 	 [3, 5]
28 	 42 	 39 	 13 	 2 	 [3, 5]
28 	 43 	 110 	 7 	 3 	 [1, 3]
28 	 44 	 34 	 15 	 2 	 [1, 3]
28 	 45 	 134 	 15 	 8 	 [1, 3]
28 	 46 	 132 	 2 	 1 	 [1, 3]
28 	 47 	 123 	 15 	 7 	 [1, 3]
28 	 48 	 15 	 15 	 1 	 [1, 3]
28 	 49 	 201 	 14 	 11 	 [1, 3]
29 	 0 	 114 	 9 	 4 	 [15, 1]
29 	 1 	 104 	 5 	 2 	 [3, 5]
29 	 2 	 31 	 8 	 1 	 [15, 1]
29 	 3 	 225 	 8 	 7 	 [15, 1]
29 	 4 	 236 	 13 	 12 	 [3, 5]
29 	 5 	 252 	 1 	 1 	 [15, 1]
29 	 6 	 70 	 11 	 3 	 [1, 3]
29 	 7 	 241 	 15 	 14 	 [1, 3]
29 	 8 	 225 	 8 	 7 	 [15, 1]
29 	 9 	 55 	 14 	 3 	 [1, 3]
29 	 10 	 19 	 13 	 1 	 [3, 5]
29 	 11 	 202 	 14 	 11 	 [1, 3]
29 	 12 	 180 	 10 	 7 	 [1, 3]
29 	 13 	 103 	 5 	 2 	 [3, 5]
29 	 14 	 66 	 4 	 1 	 [3, 5]
29 	 15 	 207 	 5 	 4 	 [3, 5]
29 	 16 	 32 	 8 	 1 	 [15, 1]
29 	 17 	 149 	 12 	 7 	 [3, 5]
29 	 18 	 113 	 9 	 4 	 [15, 1]
29 	 19 	 69 	 15 	 4 	 [1, 3]
29 	 20 	 156 	 13 	 8 	 [3, 5]
29 	 21 	 136 	 15 	 8 	 [1, 3]
29 	 22 	 80 	 13 	 4 	 [3, 5]
29 	 23 	 244 	 15 	 14 	 [1, 3]
29 	 24 	 243 	 15 	 14 	 [1, 3]
29 	 25 	 98 	 13 	 5 	 [3, 5]
29 	 26 	 97 	 8 	 3 	 [15, 1]
29 	 27 	 70 	 11 	 3 	 [1, 3]
29 	 28 	 215 	 13 	 11 	 [3, 5]
29 	 29 	 55 	 14 	 3 	 [1, 3]
29 	 30 	 52 	 5 	 1 	 [3, 5]
29 	 31 	 27 	 10 	 1 	 [1, 3]
29 	 32 	 145 	 7 	 4 	 [1, 3]
29 	 33 	 190 	 4 	 3 	 [3, 5]
29 	 34 	 106 	 12 	 5 	 [3, 5]
29 	 35 	 205 	 5 	 4 	 [3, 5]
29 	 36 	 34 	 15 	 2 	 [1, 3]
29 	 37 	 88 	 3 	 1 	 [1, 3]
29 	 38 	 238 	 14 	 13 	 [1, 3]
29 	 39 	 93 	 11 	 4 	 [1, 3]
29 	 40 	 89 	 14 	 5 	 [1, 3]
29 	 41 	 175 	 13 	 9 	 [3, 5]
29 	 42 	 144 	 9 	 5 	 [15, 1]
29 	 43 	 8 	 1 	 0 	 [15, 1]
29 	 44 	 120 	 15 	 7 	 [1, 3]
29 	 45 	 215 	 13 	 11 	 [3, 5]
29 	 46 	 39 	 13 	 2 	 [3, 5]
29 	 47 	 30 	 9 	 1 	 [15, 1]
29 	 48 	 165 	 14 	 9 	 [1, 3]
29 	 49 	 52 	 5 	 1 	 [3, 5]
30 	 0 	 188 	 15 	 11 	 [1, 3]
30 	 1 	 235 	 12 	 11 	 [3, 5]
30 	 2 	 33 	 8 	 1 	 [15, 1]
30 	 3 	 125 	 2 	 1 	 [1, 3]
30 	 4 	 158 	 13 	 8 	 [3, 5]
30 	 5 	 168 	 3 	 2 	 [1, 3]
30 	 6 	 1 	 1 	 0 	 [15, 1]
30 	 7 	 162 	 11 	 7 	 [1, 3]
30 	 8 	 240 	 15 	 14 	 [1, 3]
30 	 9 	 14 	 15 	 1 	 [1, 3]
30 	 10 	 109 	 7 	 3 	 [1, 3]
30 	 11 	 53 	 5 	 1 	 [3, 5]
30 	 12 	 205 	 5 	 4 	 [3, 5]
30 	 13 	 59 	 13 	 3 	 [3, 5]
30 	 14 	 175 	 13 	 9 	 [3, 5]
30 	 15 	 114 	 9 	 4 	 [15, 1]
30 	 16 	 232 	 11 	 10 	 [1, 3]
30 	 17 	 100 	 13 	 5 	 [3, 5]
30 	 18 	 255 	 1 	 1 	 [15, 1]
30 	 19 	 100 	 13 	 5 	 [3, 5]
30 	 20 	 10 	 15 	 1 	 [1, 3]
30 	 21 	 130 	 2 	 1 	 [1, 3]
30 	 22 	 209 	 11 	 9 	 [1, 3]
30 	 23 	 130 	 2 	 1 	 [1, 3]
30 	 24 	 45 	 11 	 2 	 [1, 3]
30 	 25 	 240 	 15 	 14 	 [1, 3]
30 	 26 	 210 	 11 	 9 	 [1, 3]
30 	 27 	 66 	 4 	 1 	 [3, 5]
30 	 28 	 67 	 15 	 4 	 [1, 3]
30 	 29 	 135 	 15 	 8 	 [1, 3]
30 	 30 	 166 	 14 	 9 	 [1, 3]
30 	 31 	 166 	 14 	 9 	 [1, 3]
30 	 32 	 235 	 12 	 11 	 [3, 5]
30 	 33 	 102 	 5 	 2 	 [3, 5]
30 	 34 	 169 	 3 	 2 	 [1, 3]
30 	 35 	 128 	 2 	 1 	 [1, 3]
30 	 36 	 101 	 5 	 2 	 [3, 5]
30 	 37 	 14 	 15 	 1 	 [1, 3]
30 	 38 	 19 	 13 	 1 	 [3, 5]
30 	 39 	 92 	 14 	 5 	 [1, 3]
30 	 40 	 18 	 14 	 1 	 [1, 3]
30 	 41 	 195 	 13 	 10 	 [3, 5]
30 	 42 	 178 	 13 	 9 	 [3, 5]
30 	 43 	 237 	 13 	 12 	 [3, 5]
30 	 44 	 205 	 5 	 4 	 [3, 5]
30 	 45 	 85 	 3 	 1 	 [1, 3]
30 	 46 	 96 	 8 	 3 	 [15, 1]
30 	 47 	 46 	 11 	 2 	 [1, 3]
30 	 48 	 167 	 14 	 9 	 [1, 3]
30 	 49 	 198 	 13 	 10 	 [3, 5]
31 	 0 	 168 	 3 	 2 	 [1, 3]
