case	rep	j	r	k	guesses
32	43	958	16	15	[9, 1]
32	44	871	20	17	[9, 1]
32	45	150	27	4	[1, 9]
32	46	886	15	13	[1, 9]
32	47	679	3	2	[1, 9]
32	48	523	27	14	[1, 9]
32	49	201	5	1	[9, 1]
33	0	359	20	7	[9, 1]
33	1	308	10	3	[1, 9]
33	2	582	7	4	[1, 27]
33	3	25	27	1	[1, 9]
33	4	258	4	1	[9, 1]
33	5	997	27	26	[1, 9]
33	6	776	25	19	[27, 1]
33	7	932	11	10	[1, 9]
33	8	1021	1	1	[27, 1]
33	9	433	26	11	[1, 9]
33	10	496	27	13	[1, 9]
33	11	888	15	13	[1, 9]
33	12	37	27	1	[1, 9]
33	13	837	11	9	[1, 9]
33	14	770	4	3	[9, 1]
33	15	221	14	3	[1, 9]
33	16	77	27	2	[1, 9]
33	17	982	24	23	[27, 1]
33	18	629	13	8	[27, 1]
33	19	851	6	5	[1, 27]
33	20	261	27	7	[1, 9]
33	21	945	13	12	[27, 1]
33	22	996	27	26	[1, 9]
33	23	824	26	21	[1, 9]
33	24	554	24	13	[27, 1]
33	25	650	11	7	[1, 9]
33	26	407	5	2	[9, 1]
33	27	107	19	2	[1, 27]
33	28	113	9	1	[9, 1]
33	29	217	19	4	[1, 27]
33	30	886	15	13	[1, 9]
33	31	1003	27	26	[1, 9]
33	32	856	6	5	[1, 27]
33	33	12	1	0	[27, 1]
33	34	616	5	3	[9, 1]
33	35	777	25	19	[27, 1]
33	36	973	20	19	[9, 1]
33	37	42	24	1	[27, 1]
33	38	641	8	5	[9, 1]
33	39	409	5	2	[9, 1]
33	40	676	26	17	[1, 9]
33	41	55	19	1	[1, 27]
33	42	104	10	1	[1, 9]
33	43	233	22	5	[1, 9]
33	44	134	23	3	[1, 9]
33	45	899	25	22	[27, 1]
33	46	926	21	19	[9, 1]
33	47	924	10	9	[1, 9]
33	48	798	9	7	[9, 1]
33	49	292	7	2	[1, 27]
34	0	531	27	14	[1, 9]
34	1	105	10	1	[1, 9]
34	2	525	27	14	[1, 9]
34	3	894	8	7	[9, 1]
34	4	158	13	2	[27, 1]
34	5	677	3	2	[1, 9]
34	6	982	24	23	[27, 1]
34	7	324	19	6	[1, 27]
34	8	980	23	22	[1, 9]
34	9	185	11	2	[1, 9]
34	10	297	24	7	[27, 1]
34	11	626	18	11	[1, 27]
34	12	725	24	17	[27, 1]
34	13	838	11	9	[1, 9]
34	14	328	25	8	[27, 1]
34	15	15	1	0	[27, 1]
34	16	199	26	5	[1, 9]
34	17	540	19	10	[1, 27]
34	18	694	25	17	[27, 1]
34	19	408	5	2	[9, 1]
34	20	985	26	25	[1, 9]
34	21	15	1	0	[27, 1]
34	22	378	19	7	[1, 27]
34	23	756	23	17	[1, 9]
34	24	248	25	6	[27, 1]
34	25	463	20	9	[9, 1]
34	26	953	14	13	[1, 9]
34	27	665	20	13	[9, 1]
34	28	1002	27	26	[1, 9]
34	29	404	23	9	[1, 9]
34	30	174	6	1	[1, 27]
34	31	760	27	20	[1, 9]
34	32	678	3	2	[1, 9]
34	33	768	4	3	[9, 1]
34	34	606	27	16	[1, 9]
34	35	806	14	11	[1, 9]
34	36	632	13	8	[27, 1]
34	37	368	25	9	[27, 1]
34	38	884	22	19	[1, 9]
34	39	171	6	1	[1, 27]
34	40	852	6	5	[1, 27]
34	41	684	3	2	[1, 9]
34	42	30	27	1	[1, 9]
34	43	554	24	13	[27, 1]
34	44	468	24	11	[27, 1]
34	45	726	24	17	[27, 1]
34	46	167	25	4	[27, 1]
34	47	248	25	6	[27, 1]
34	48	862	19	16	[1, 27]
34	49	560	11	6	[1, 9]
35	0	778	25	19	[27, 1]
35	1	284	18	5	[1, 27]
35	2	129	8	1	[9, 1]
35	3	347	3	1	[1, 9]
35	4	926	21	19	[9, 1]
35	5	280	11	3	[1, 9]
35	6	927	21	19	[9, 1]
35	7	781	21	16	[9, 1]
35	8	262	27	7	[1, 9]
35	9	191	16	3	[9, 1]
35	10	239	17	4	[9, 1]
35	11	529	27	14	[1, 9]
35	12	650	11	7	[1, 9]
35	13	220	14	3	[1, 9]
35	14	613	5	3	[9, 1]
35	15	9	1	0	[27, 1]
35	16	920	10	9	[1, 9]
35	17	824	26	21	[1, 9]
35	18	261	27	7	[1, 9]
35	19	864	19	16	[1, 27]
35	20	25	27	1	[1, 9]
35	21	304	27	8	[1, 9]
35	22	772	4	3	[9, 1]
35	23	135	23	3	[1, 9]
35	24	488	21	10	[9, 1]
35	25	995	27	26	[1, 9]
35	26	827	26	21	[1, 9]
35	27	748	26	19	[1, 9]
35	28	421	17	7	[9, 1]
35	29	181	17	3	[9, 1]
35	30	593	19	11	[1, 27]
35	31	540	19	10	[1, 27]
35	32	393	13	5	[27, 1]
35	33	498	27	13	[1, 9]
35	34	528	27	14	[1, 9]
35	35	821	5	4	[9, 1]
35	36	120	17	2	[9, 1]
35	37	874	27	23	[1, 9]
35	38	717	10	7	[1, 9]
35	39	185	11	2	[1, 9]
35	40	31	27	1	[1, 9]
35	41	422	17	7	[9, 1]
35	42	967	18	17	[1, 27]
35	43	595	19	11	[1, 27]
35	44	143	7	1	[1, 27]
35	45	103	10	1	[1, 9]
35	46	760	27	20	[1, 9]
35	47	870	20	17	[9, 1]
35	48	258	4	1	[9, 1]
35	49	532	25	13	[27, 1]
36	0	767	4	3	[9, 1]
36	1	967	18	17	[1, 27]
36	2	143	7	1	[1, 27]
36	3	509	2	1	[1, 9]
36	4	823	5	4	[9, 1]
36	5	858	25	21	[27, 1]
36	6	884	22	19	[1, 9]
36	7	945	13	12	[27, 1]
36	8	716	10	7	[1, 9]
36	9	912	9	8	[9, 1]
36	10	699	22	15	[1, 9]
36	11	502	27	13	[1, 9]
36	12	571	9	5	[9, 1]
36	13	545	15	8	[1, 9]
36	14	140	22	3	[1, 9]
36	15	347	3	1	[1, 9]
36	16	402	23	9	[1, 9]
36	17	707	13	9	[27, 1]
36	18	767	4	3	[9, 1]
36	19	459	20	9	[9, 1]
36	20	145	7	1	[1, 27]
36	21	953	14	13	[1, 9]
36	22	775	25	19	[27, 1]
36	23	873	27	23	[1, 9]
36	24	553	13	7	[27, 1]
36	25	305	27	8	[1, 9]
36	26	2	1	0	[27, 1]
36	27	214	24	5	[27, 1]
36	28	520	2	1	[1, 9]
36	29	833	16	13	[9, 1]
36	30	334	25	8	[27, 1]
36	31	699	22	15	[1, 9]
36	32	200	26	5	[1, 9]
36	33	879	7	6	[1, 27]
36	34	779	25	19	[27, 1]
36	35	300	17	5	[9, 1]
36	36	795	9	7	[9, 1]
36	37	459	20	9	[9, 1]
36	38	315	13	4	[27, 1]
36	39	319	16	5	[9, 1]
36	40	707	13	9	[27, 1]
36	41	671	26	17	[1, 9]
36	42	49	21	1	[9, 1]
36	43	866	13	11	[27, 1]
36	44	685	3	2	[1, 9]
36	45	895	8	7	[9, 1]
36	46	213	24	5	[27, 1]
36	47	780	21	16	[9, 1]
36	48	903	17	15	[9, 1]
36	49	907	26	23	[1, 9]
37	0	660	14	9	[1, 9]
37	1	752	15	11	[1, 9]
37	2	323	19	6	[1, 27]
37	3	289	25	7	[27, 1]
37	4	754	19	14	[1, 27]
37	5	554	24	13	[27, 1]
37	6	908	26	23	[1, 9]
37	7	977	22	21	[1, 9]
37	8	592	19	11	[1, 27]
37	9	844	17	14	[9, 1]
37	10	667	23	15	[1, 9]
37	11	868	13	11	[27, 1]
37	12	737	25	18	[27, 1]
37	13	573	25	14	[27, 1]
37	14	534	23	12	[1, 9]
37	15	394	13	5	[27, 1]
37	16	700	19	13	[1, 27]
37	17	421	17	7	[9, 1]
37	18	497	27	13	[1, 9]
37	19	703	16	11	[9, 1]
37	20	114	9	1	[9, 1]
37	21	989	27	26	[1, 9]
37	22	904	17	15	[9, 1]
37	23	641	8	5	[9, 1]
37	24	382	8	3	[9, 1]
37	25	88	23	2	[1, 9]
37	26	376	19	7	[1, 27]
37	27	547	15	8	[1, 9]
37	28	744	11	8	[1, 9]
37	29	581	23	13	[1, 9]
37	30	62	17	1	[9, 1]
37	31	526	27	14	[1, 9]
37	32	159	13	2	[27, 1]
37	33	768	4	3	[9, 1]
37	34	228	9	2	[9, 1]
37	35	905	26	23	[1, 9]
37	36	646	19	12	[1, 27]
37	37	409	5	2	[9, 1]
37	38	535	23	12	[1, 9]
37	39	853	6	5	[1, 27]
37	40	424	17	7	[9, 1]
37	41	183	17	3	[9, 1]
37	42	375	19	7	[1, 27]
37	43	942	25	23	[27, 1]
37	44	619	23	14	[1, 9]
37	45	625	18	11	[1, 27]
37	46	68	15	1	[1, 9]
37	47	738	25	18	[27, 1]
37	48	142	22	3	[1, 9]
37	49	595	19	11	[1, 27]
38	0	61	17	1	[9, 1]
38	1	861	25	21	[27, 1]
38	2	289	25	7	[27, 1]
38	3	1002	27	26	[1, 9]
38	4	58	18	1	[1, 27]
38	5	460	20	9	[9, 1]
38	6	836	27	22	[1, 9]
38	7	895	8	7	[9, 1]
38	8	280	11	3	[1, 9]
38	9	645	27	17	[1, 9]
38	10	238	13	3	[27, 1]
38	11	207	5	1	[9, 1]
38	12	290	7	2	[1, 27]
38	13	315	13	4	[27, 1]
38	14	742	18	13	[1, 27]
38	15	458	20	9	[9, 1]
38	16	411	5	2	[9, 1]
38	17	14	1	0	[27, 1]
38	18	173	6	1	[1, 27]
38	19	724	17	12	[9, 1]
38	20	415	27	11	[1, 9]
38	21	629	13	8	[27, 1]
38	22	392	13	5	[27, 1]
38	23	812	24	19	[27, 1]
38	24	311	23	7	[1, 9]
38	25	29	27	1	[1, 9]
38	26	983	25	24	[27, 1]
38	27	949	27	25	[1, 9]
38	28	707	13	9	[27, 1]
38	29	541	17	9	[9, 1]
38	30	652	11	7	[1, 9]
38	31	922	10	9	[1, 9]
38	32	300	17	5	[9, 1]
38	33	921	10	9	[1, 9]
38	34	647	19	12	[1, 27]
38	35	467	11	5	[1, 9]
38	36	239	17	4	[9, 1]
38	37	967	18	17	[1, 27]
38	38	481	17	8	[9, 1]
38	39	628	13	8	[27, 1]
38	40	41	25	1	[27, 1]
38	41	711	23	16	[1, 9]
38	42	446	23	10	[1, 9]
38	43	578	23	13	[1, 9]
38	44	87	12	1	[27, 1]
38	45	231	22	5	[1, 9]
38	46	630	13	8	[27, 1]
38	47	325	22	7	[1, 9]
38	48	259	4	1	[9, 1]
38	49	201	5	1	[9, 1]
39	0	296	24	7	[27, 1]
39	1	207	5	1	[9, 1]
39	2	780	21	16	[9, 1]
39	3	679	3	2	[1, 9]
39	4	470	24	11	[27, 1]
39	5	734	7	5	[1, 27]
39	6	1007	1	1	[27, 1]
39	7	745	11	8	[1, 9]
39	8	758	27	20	[1, 9]
39	9	393	13	5	[27, 1]
39	10	335	3	1	[1, 9]
39	11	15	1	0	[27, 1]
39	12	969	19	18	[1, 27]
39	13	48	21	1	[9, 1]
39	14	43	24	1	[27, 1]
39	15	779	25	19	[27, 1]
39	16	124	25	3	[27, 1]
39	17	722	17	12	[9, 1]
39	18	16	1	0	[27, 1]
39	19	986	27	26	[1, 9]
39	20	301	17	5	[9, 1]
39	21	367	14	5	[1, 9]
39	22	666	20	13	[9, 1]
39	23	377	19	7	[1, 27]
39	24	313	23	7	[1, 9]
39	25	733	7	5	[1, 27]
39	26	997	27	26	[1, 9]
39	27	576	16	9	[9, 1]
39	28	334	25	8	[27, 1]
39	29	140	22	3	[1, 9]
39	30	518	2	1	[1, 9]
39	31	936	23	21	[1, 9]
39	32	266	27	7	[1, 9]
39	33	454	9	4	[9, 1]
39	34	75	27	2	[1, 9]
39	35	319	16	5	[9, 1]
39	36	231	22	5	[1, 9]
39	37	319	16	5	[9, 1]
39	38	691	25	17	[27, 1]
39	39	421	17	7	[9, 1]
39	40	67	15	1	[1, 9]
39	41	300	17	5	[9, 1]
39	42	488	21	10	[9, 1]
39	43	288	25	7	[27, 1]
39	44	666	20	13	[9, 1]
39	45	390	21	8	[9, 1]
39	46	613	5	3	[9, 1]
39	47	781	21	16	[9, 1]
39	48	74	14	1	[1, 9]
39	49	430	19	8	[1, 27]
40	0	184	11	2	[1, 9]
40	1	479	15	7	[1, 9]
40	2	13	1	0	[27, 1]
40	3	840	11	9	[1, 9]
40	4	578	23	13	[1, 9]
40	5	518	2	1	[1, 9]
40	6	472	13	6	[27, 1]
40	7	587	7	4	[1, 27]
40	8	574	25	14	[27, 1]
40	9	602	17	10	[9, 1]
40	10	956	15	14	[1, 9]
40	11	886	15	13	[1, 9]
40	12	583	7	4	[1, 27]
40	13	155	20	3	[9, 1]
40	14	509	2	1	[1, 9]
40	15	760	27	20	[1, 9]
40	16	177	23	4	[1, 9]
40	17	361	17	6	[9, 1]
40	18	969	19	18	[1, 27]
40	19	678	3	2	[1, 9]
40	20	805	14	11	[1, 9]
40	21	849	23	19	[1, 9]
40	22	715	10	7	[1, 9]
40	23	24	27	1	[1, 9]
40	24	22	27	1	[1, 9]
40	25	855	6	5	[1, 27]
40	26	381	27	10	[1, 9]
40	27	152	27	4	[1, 9]
40	28	907	26	23	[1, 9]
40	29	283	18	5	[1, 27]
40	30	102	10	1	[1, 9]
40	31	120	17	2	[9, 1]
40	32	483	17	8	[9, 1]
40	33	232	22	5	[1, 9]
40	34	1017	1	1	[27, 1]
40	35	883	22	19	[1, 9]
40	36	79	13	1	[27, 1]
40	37	66	16	1	[9, 1]
40	38	447	16	7	[9, 1]
40	39	699	22	15	[1, 9]
40	40	685	3	2	[1, 9]
40	41	466	11	5	[1, 9]
40	42	519	2	1	[1, 9]
40	43	835	27	22	[1, 9]
40	44	858	25	21	[27, 1]
40	45	960	16	15	[9, 1]
40	46	573	25	14	[27, 1]
40	47	186	11	2	[1, 9]
40	48	415	27	11	[1, 9]
40	49	172	6	1	[1, 27]
41	0	835	27	22	[1, 9]
41	1	350	26	9	[1, 9]
41	2	954	15	14	[1, 9]
41	3	534	23	12	[1, 9]
41	4	633	21	13	[9, 1]
41	5	678	3	2	[1, 9]
41	6	748	26	19	[1, 9]
41	7	910	9	8	[9, 1]
41	8	355	26	9	[1, 9]
41	9	559	11	6	[1, 9]
41	10	568	9	5	[9, 1]
41	11	644	27	17	[1, 9]
41	12	890	23	20	[1, 9]
41	13	672	26	17	[1, 9]
41	14	546	15	8	[1, 9]
41	15	614	5	3	[9, 1]
41	16	78	13	1	[27, 1]
41	17	533	25	13	[27, 1]
41	18	945	13	12	[27, 1]
41	19	1009	1	1	[27, 1]
41	20	447	16	7	[9, 1]
41	21	969	19	18	[1, 27]
41	22	296	24	7	[27, 1]
41	23	240	17	4	[9, 1]
41	24	306	10	3	[1, 9]
41	25	345	3	1	[1, 9]
41	26	825	26	21	[1, 9]
41	27	763	27	20	[1, 9]
41	28	237	13	3	[27, 1]
41	29	34	27	1	[1, 9]
41	30	36	27	1	[1, 9]
41	31	212	24	5	[27, 1]
41	32	684	3	2	[1, 9]
41	33	121	17	2	[9, 1]
41	34	1019	1	1	[27, 1]
41	35	609	27	16	[1, 9]
41	36	628	13	8	[27, 1]
41	37	993	27	26	[1, 9]
41	38	786	13	10	[27, 1]
41	39	876	7	6	[1, 27]
41	40	0	0	0	[0, 0]
41	41	690	25	17	[27, 1]
41	42	995	27	26	[1, 9]
41	43	373	11	4	[1, 9]
41	44	120	17	2	[9, 1]
41	45	501	27	13	[1, 9]
41	46	506	2	1	[1, 9]
41	47	187	11	2	[1, 9]
41	48	775	25	19	[27, 1]
41	49	960	16	15	[9, 1]
42	0	677	3	2	[1, 9]
42	1	953	14	13	[1, 9]
42	2	479	15	7	[1, 9]
42	3	476	15	7	[1, 9]
42	4	349	26	9	[1, 9]
42	5	634	21	13	[9, 1]
42	6	568	9	5	[9, 1]
42	7	496	27	13	[1, 9]
42	8	409	5	2	[9, 1]
42	9	572	25	14	[27, 1]
42	10	507	2	1	[1, 9]
42	11	915	19	17	[1, 27]
42	12	344	3	1	[1, 9]
42	13	502	27	13	[1, 9]
42	14	377	19	7	[1, 27]
42	15	702	19	13	[1, 27]
42	16	155	20	3	[9, 1]
42	17	62	17	1	[9, 1]
42	18	867	13	11	[27, 1]
42	19	275	26	7	[1, 9]
42	20	718	10	7	[1, 9]
42	21	459	20	9	[9, 1]
42	22	1013	1	1	[27, 1]
42	23	553	13	7	[27, 1]
42	24	235	13	3	[27, 1]
42	25	3	1	0	[27, 1]
42	26	925	21	19	[9, 1]
42	27	945	13	12	[27, 1]
42	28	521	2	1	[1, 9]
42	29	491	25	12	[27, 1]
42	30	479	15	7	[1, 9]
42	31	714	23	16	[1, 9]
42	32	307	10	3	[1, 9]
42	33	213	24	5	[27, 1]
42	34	748	26	19	[1, 9]
42	35	211	24	5	[27, 1]
42	36	681	3	2	[1, 9]
42	37	935	23	21	[1, 9]
42	38	14	1	0	[27, 1]
42	39	200	26	5	[1, 9]
42	40	384	8	3	[9, 1]
42	41	406	5	2	[9, 1]
42	42	497	27	13	[1, 9]
42	43	334	25	8	[27, 1]
42	44	397	18	7	[1, 27]
42	45	980	23	22	[1, 9]
42	46	156	13	2	[27, 1]
42	47	812	24	19	[27, 1]
42	48	1011	1	1	[27, 1]
42	49	431	19	8	[1, 27]
43	0	927	21	19	[9, 1]
43	1	792	22	17	[1, 9]
43	2	622	23	14	[1, 9]
43	3	935	23	21	[1, 9]
43	4	280	11	3	[1, 9]
43	5	933	23	21	[1, 9]
43	6	767	4	3	[9, 1]
43	7	505	2	1	[1, 9]
43	8	943	25	23	[27, 1]
43	9	238	13	3	[27, 1]
43	10	452	25	11	[27, 1]
43	11	498	27	13	[1, 9]
43	12	919	10	9	[1, 9]
43	13	807	19	15	[1, 27]
43	14	603	17	10	[9, 1]
43	15	757	23	17	[1, 9]
43	16	856	6	5	[1, 27]
43	17	593	19	11	[1, 27]
43	18	1008	1	1	[27, 1]
43	19	995	27	26	[1, 9]
43	20	665	20	13	[9, 1]
43	21	69	15	1	[1, 9]
43	22	162	19	3	[1, 27]
43	23	648	19	12	[1, 27]
43	24	283	18	5	[1, 27]
43	25	890	23	20	[1, 9]
43	26	826	26	21	[1, 9]
43	27	502	27	13	[1, 9]
43	28	674	26	17	[1, 9]
43	29	154	20	3	[9, 1]
43	30	494	27	13	[1, 9]
43	31	560	11	6	[1, 9]
43	32	85	12	1	[27, 1]
43	33	284	18	5	[1, 27]
43	34	649	19	12	[1, 27]
43	35	331	25	8	[27, 1]
43	36	752	15	11	[1, 9]
43	37	33	27	1	[1, 9]
43	38	147	7	1	[1, 27]
43	39	86	12	1	[27, 1]
43	40	961	16	15	[9, 1]
43	41	571	9	5	[9, 1]
43	42	166	25	4	[27, 1]
43	43	468	24	11	[27, 1]
43	44	313	23	7	[1, 9]
43	45	966	18	17	[1, 27]
43	46	790	22	17	[1, 9]
43	47	482	17	8	[9, 1]
43	48	900	25	22	[27, 1]
43	49	122	25	3	[27, 1]
44	0	169	6	1	[1, 27]
44	1	1020	1	1	[27, 1]
44	2	454	9	4	[9, 1]
44	3	446	23	10	[1, 9]
44	4	623	23	14	[1, 9]
44	5	736	25	18	[27, 1]
44	6	795	9	7	[9, 1]
44	7	838	11	9	[1, 9]
44	8	935	23	21	[1, 9]
44	9	203	5	1	[9, 1]
44	10	918	19	17	[1, 27]
44	11	438	7	3	[1, 27]
44	12	812	24	19	[27, 1]
44	13	155	20	3	[9, 1]
44	14	770	4	3	[9, 1]
44	15	250	25	6	[27, 1]
44	16	693	25	17	[27, 1]
44	17	869	20	17	[9, 1]
44	18	414	27	11	[1, 9]
44	19	53	19	1	[1, 27]
44	20	167	25	4	[27, 1]
44	21	294	7	2	[1, 27]
44	22	174	6	1	[1, 27]
44	23	702	19	13	[1, 27]
44	24	446	23	10	[1, 9]
44	25	98	21	2	[9, 1]
44	26	821	5	4	[9, 1]
44	27	37	27	1	[1, 9]
44	28	861	25	21	[27, 1]
44	29	386	8	3	[9, 1]
44	30	728	24	17	[27, 1]
44	31	962	17	16	[9, 1]
44	32	553	13	7	[27, 1]
44	33	747	26	19	[1, 9]
44	34	341	3	1	[1, 9]
44	35	993	27	26	[1, 9]
44	36	386	8	3	[9, 1]
44	37	238	13	3	[27, 1]
44	38	818	5	4	[9, 1]
44	39	328	25	8	[27, 1]
44	40	851	6	5	[1, 27]
44	41	842	17	14	[9, 1]
44	42	650	11	7	[1, 9]
44	43	988	27	26	[1, 9]
44	44	994	27	26	[1, 9]
44	45	617	5	3	[9, 1]
44	46	911	9	8	[9, 1]
44	47	863	19	16	[1, 27]
44	48	2	1	0	[27, 1]
44	49	753	19	14	[1, 27]
45	0	965	17	16	[9, 1]
45	1	394	13	5	[27, 1]
45	2	617	5	3	[9, 1]
45	3	801	23	18	[1, 9]
45	4	125	25	3	[27, 1]
45	5	91	23	2	[1, 9]
45	6	677	3	2	[1, 9]
45	7	245	25	6	[27, 1]
45	8	293	7	2	[1, 27]
45	9	762	27	20	[1, 9]
45	10	718	10	7	[1, 9]
45	11	715	10	7	[1, 9]
45	12	883	22	19	[1, 9]
45	13	399	18	7	[1, 27]
45	14	103	10	1	[1, 9]
45	15	493	27	13	[1, 9]
45	16	302	17	5	[9, 1]
45	17	908	26	23	[1, 9]
45	18	282	18	5	[1, 27]
45	19	118	26	3	[1, 9]
45	20	866	13	11	[27, 1]
45	21	530	27	14	[1, 9]
45	22	728	24	17	[27, 1]
45	23	526	27	14	[1, 9]
45	24	415	27	11	[1, 9]
45	25	665	20	13	[9, 1]
45	26	289	25	7	[27, 1]
45	27	839	11	9	[1, 9]
45	28	995	27	26	[1, 9]
45	29	160	19	3	[1, 27]
45	30	946	13	12	[27, 1]
45	31	560	11	6	[1, 9]
45	32	978	22	21	[1, 9]
45	33	678	3	2	[1, 9]
45	34	341	3	1	[1, 9]
45	35	901	25	22	[27, 1]
45	36	352	26	9	[1, 9]
45	37	989	27	26	[1, 9]
45	38	216	19	4	[1, 27]
45	39	175	23	4	[1, 9]
45	40	266	27	7	[1, 9]
45	41	31	27	1	[1, 9]
45	42	205	5	1	[9, 1]
45	43	831	16	13	[9, 1]
45	44	102	10	1	[1, 9]
45	45	310	23	7	[1, 9]
45	46	438	7	3	[1, 27]
45	47	474	13	6	[27, 1]
45	48	649	19	12	[1, 27]
45	49	13	1	0	[27, 1]
46	0	279	11	3	[1, 9]
46	1	527	27	14	[1, 9]
46	2	828	26	21	[1, 9]
46	3	834	27	22	[1, 9]
46	4	551	13	7	[27, 1]
46	5	515	2	1	[1, 9]
46	6	938	12	11	[27, 1]
46	7	869	20	17	[9, 1]
46	8	974	20	19	[9, 1]
46	9	422	17	7	[9, 1]
46	10	464	11	5	[1, 9]
46	11	823	5	4	[9, 1]
46	12	812	24	19	[27, 1]
46	13	229	9	2	[9, 1]
46	14	709	13	9	[27, 1]
46	15	559	11	6	[1, 9]
46	16	720	27	19	[1, 9]
46	17	160	19	3	[1, 27]
46	18	894	8	7	[9, 1]
46	19	249	25	6	[27, 1]
46	20	411	5	2	[9, 1]
46	21	734	7	5	[1, 27]
46	22	318	16	5	[9, 1]
46	23	455	9	4	[9, 1]
46	24	217	19	4	[1, 27]
46	25	855	6	5	[1, 27]
46	26	533	25	13	[27, 1]
46	27	302	17	5	[9, 1]
46	28	505	2	1	[1, 9]
46	29	362	17	6	[9, 1]
46	30	263	27	7	[1, 9]
46	31	82	25	2	[27, 1]
46	32	128	8	1	[9, 1]
46	33	115	9	1	[9, 1]
46	34	895	8	7	[9, 1]
46	35	528	27	14	[1, 9]
46	36	112	9	1	[9, 1]
46	37	768	4	3	[9, 1]
46	38	619	23	14	[1, 9]
46	39	14	1	0	[27, 1]
46	40	907	26	23	[1, 9]
46	41	688	3	2	[1, 9]
46	42	241	17	4	[9, 1]
46	43	600	17	10	[9, 1]
46	44	779	25	19	[27, 1]
46	45	622	23	14	[1, 9]
46	46	78	13	1	[27, 1]
46	47	739	18	13	[1, 27]
46	48	242	17	4	[9, 1]
46	49	178	23	4	[1, 9]
47	0	412	5	2	[9, 1]
47	1	958	16	15	[9, 1]
47	2	238	13	3	[27, 1]
47	3	802	23	18	[1, 9]
47	4	167	25	4	[27, 1]
47	5	516	2	1	[1, 9]
47	6	676	26	17	[1, 9]
47	7	435	26	11	[1, 9]
47	8	689	3	2	[1, 9]
47	9	766	4	3	[9, 1]
47	10	896	8	7	[9, 1]
47	11	589	26	15	[1, 9]
47	12	756	23	17	[1, 9]
47	13	860	25	21	[27, 1]
47	14	796	9	7	[9, 1]
47	15	260	4	1	[9, 1]
47	16	951	14	13	[1, 9]
47	17	41	25	1	[27, 1]
47	18	176	23	4	[1, 9]
47	19	916	19	17	[1, 27]
47	20	777	25	19	[27, 1]
47	21	35	27	1	[1, 9]
47	22	239	17	4	[9, 1]
47	23	710	13	9	[27, 1]
47	24	448	16	7	[9, 1]
47	25	758	27	20	[1, 9]
47	26	315	13	4	[27, 1]
47	27	712	23	16	[1, 9]
47	28	490	23	11	[1, 9]
47	29	29	27	1	[1, 9]
47	30	374	11	4	[1, 9]
47	31	406	5	2	[9, 1]
47	32	523	27	14	[1, 9]
47	33	824	26	21	[1, 9]
47	34	750	15	11	[1, 9]
47	35	549	13	7	[27, 1]
47	36	724	17	12	[9, 1]
47	37	319	16	5	[9, 1]
47	38	802	23	18	[1, 9]
47	39	674	26	17	[1, 9]
47	40	846	23	19	[1, 9]
47	41	780	21	16	[9, 1]
47	42	207	5	1	[9, 1]
47	43	901	25	22	[27, 1]
47	44	1011	1	1	[27, 1]
47	45	673	26	17	[1, 9]
47	46	898	8	7	[9, 1]
47	47	271	19	5	[1, 27]
47	48	557	11	6	[1, 9]
47	49	400	23	9	[1, 9]
48	0	625	18	11	[1, 27]
48	1	55	19	1	[1, 27]
48	2	86	12	1	[27, 1]
48	3	161	19	3	[1, 27]
48	4	231	22	5	[1, 9]
48	5	364	14	5	[1, 9]
48	6	45	23	1	[1, 9]
48	7	207	5	1	[9, 1]
48	8	1007	1	1	[27, 1]
48	9	596	12	7	[27, 1]
48	10	492	25	12	[27, 1]
48	11	149	27	4	[1, 9]
48	12	194	21	4	[9, 1]
48	13	363	17	6	[9, 1]
48	14	829	21	17	[9, 1]
48	15	837	11	9	[1, 9]
48	16	221	14	3	[1, 9]
48	17	601	17	10	[9, 1]
48	18	750	15	11	[1, 9]
48	19	96	21	2	[9, 1]
48	20	777	25	19	[27, 1]
48	21	893	23	20	[1, 9]
48	22	990	27	26	[1, 9]
48	23	639	8	5	[9, 1]
48	24	880	7	6	[1, 27]
48	25	491	25	12	[27, 1]
48	26	71	14	1	[1, 9]
48	27	844	17	14	[9, 1]
48	28	523	27	14	[1, 9]
48	29	671	26	17	[1, 9]
48	30	1010	1	1	[27, 1]
48	31	854	6	5	[1, 27]
48	32	377	19	7	[1, 27]
48	33	139	22	3	[1, 9]
48	34	152	27	4	[1, 9]
48	35	571	9	5	[9, 1]
48	36	42	24	1	[27, 1]
48	37	182	17	3	[9, 1]
48	38	698	22	15	[1, 9]
48	39	402	23	9	[1, 9]
48	40	362	17	6	[9, 1]
48	41	69	15	1	[1, 9]
48	42	221	14	3	[1, 9]
48	43	480	17	8	[9, 1]
48	44	1023	1	1	[27, 1]
48	45	136	15	2	[1, 9]
48	46	921	10	9	[1, 9]
48	47	107	19	2	[1, 27]
48	48	128	8	1	[9, 1]
48	49	1004	27	26	[1, 9]
49	0	445	23	10	[1, 9]
49	1	789	13	10	[27, 1]
49	2	278	11	3	[1, 9]
49	3	789	13	10	[27, 1]
49	4	590	26	15	[1, 9]
49	5	888	15	13	[1, 9]
49	6	912	9	8	[9, 1]
49	7	665	20	13	[9, 1]
49	8	705	16	11	[9, 1]
49	9	861	25	21	[27, 1]
49	10	254	4	1	[9, 1]
49	11	116	26	3	[1, 9]
49	12	982	24	23	[27, 1]
49	13	1006	1	1	[27, 1]
