case	rep	j	r	k	guesses
	30	49	497	27	13	[1, 9]
	31	0	980	23	22	[1, 9]
	31	1	377	19	7	[1, 27]
	31	2	629	13	8	[27, 1]
	31	3	359	20	7	[9, 1]
	31	4	19	27	1	[1, 9]
	31	5	754	19	14	[1, 27]
	31	6	624	23	14	[1, 9]
	31	7	430	19	8	[1, 27]
	31	8	4	1	0	[27, 1]
	31	9	394	13	5	[27, 1]
	31	10	101	10	1	[1, 9]
	31	11	250	25	6	[27, 1]
	31	12	420	22	9	[1, 9]
	31	13	603	17	10	[9, 1]
	31	14	625	18	11	[1, 27]
	31	15	995	27	26	[1, 9]
	31	16	1005	27	26	[1, 9]
	31	17	230	9	2	[9, 1]
	31	18	90	23	2	[1, 9]
	31	19	545	15	8	[1, 9]
	31	20	853	6	5	[1, 27]
	31	21	865	13	11	[27, 1]
	31	22	42	24	1	[27, 1]
	31	23	204	5	1	[9, 1]
	31	24	61	17	1	[9, 1]
	31	25	164	25	4	[27, 1]
	31	26	83	25	2	[27, 1]
	31	27	840	11	9	[1, 9]
	31	28	73	14	1	[1, 9]
	31	29	34	27	1	[1, 9]
	31	30	673	26	17	[1, 9]
	31	31	796	9	7	[9, 1]
	31	32	373	11	4	[1, 9]
	31	33	581	23	13	[1, 9]
	31	34	740	18	13	[1, 27]
	31	35	481	17	8	[9, 1]
	31	36	10	1	0	[27, 1]
	31	37	221	14	3	[1, 9]
	31	38	558	11	6	[1, 9]
	31	39	725	24	17	[27, 1]
	31	40	59	17	1	[9, 1]
	31	41	247	25	6	[27, 1]
	31	42	382	8	3	[9, 1]
	31	43	361	17	6	[9, 1]
	31	44	288	25	7	[27, 1]
	31	45	298	24	7	[27, 1]
	31	46	299	24	7	[27, 1]
	31	47	283	18	5	[1, 27]
	31	48	602	17	10	[9, 1]
	31	49	871	20	17	[9, 1]
	32	0	149	27	4	[1, 9]
	32	1	784	17	13	[9, 1]
	32	2	405	23	9	[1, 9]
	32	3	957	15	14	[1, 9]
	32	4	343	3	1	[1, 9]
	32	5	691	25	17	[27, 1]
	32	6	983	25	24	[27, 1]
	32	7	527	27	14	[1, 9]
	32	8	713	23	16	[1, 9]
	32	9	944	13	12	[27, 1]
	32	10	141	22	3	[1, 9]
	32	11	513	2	1	[1, 9]
	32	12	157	13	2	[27, 1]
	32	13	368	25	9	[27, 1]
	32	14	484	19	9	[1, 27]
	32	15	123	25	3	[27, 1]
	32	16	824	26	21	[1, 9]
	32	17	372	11	4	[1, 9]
	32	18	265	27	7	[1, 9]
	32	19	53	19	1	[1, 27]
	32	20	99	21	2	[9, 1]
	32	21	835	27	22	[1, 9]
	32	22	56	18	1	[1, 27]
	32	23	958	16	15	[9, 1]
	32	24	722	17	12	[9, 1]
	32	25	507	2	1	[1, 9]
	32	26	1004	27	26	[1, 9]
	32	27	361	17	6	[9, 1]
	32	28	925	21	19	[9, 1]
	32	29	423	17	7	[9, 1]
	32	30	47	22	1	[1, 9]
	32	31	563	20	11	[9, 1]
	32	32	288	25	7	[27, 1]
	32	33	300	17	5	[9, 1]
	32	34	761	27	20	[1, 9]
	32	35	576	16	9	[9, 1]
	32	36	759	27	20	[1, 9]
	32	37	581	23	13	[1, 9]
	32	38	418	27	11	[1, 9]
	32	39	387	8	3	[9, 1]
	32	40	130	8	1	[9, 1]
	32	41	65	16	1	[9, 1]
	32	42	777	25	19	[27, 1]
	32	43	408	5	2	[9, 1]
	32	44	913	9	8	[9, 1]
	32	45	726	24	17	[27, 1]
	32	46	141	22	3	[1, 9]
	32	47	381	27	10	[1, 9]
	32	48	492	25	12	[27, 1]
	32	49	855	6	5	[1, 27]
	33	0	321	16	5	[9, 1]
	33	1	647	19	12	[1, 27]
	33	2	702	19	13	[1, 27]
	33	3	393	13	5	[27, 1]
	33	4	316	13	4	[27, 1]
	33	5	439	7	3	[1, 27]
	33	6	279	11	3	[1, 9]
	33	7	497	27	13	[1, 9]
	33	8	555	24	13	[27, 1]
	33	9	75	27	2	[1, 9]
	33	10	580	23	13	[1, 9]
	33	11	147	7	1	[1, 27]
	33	12	731	7	5	[1, 27]
	33	13	539	19	10	[1, 27]
	33	14	293	7	2	[1, 27]
	33	15	561	20	11	[9, 1]
	33	16	380	27	10	[1, 9]
	33	17	751	15	11	[1, 9]
	33	18	828	26	21	[1, 9]
	33	19	326	22	7	[1, 9]
	33	20	712	23	16	[1, 9]
	33	21	327	25	8	[27, 1]
	33	22	753	19	14	[1, 27]
	33	23	350	26	9	[1, 9]
	33	24	470	24	11	[27, 1]
	33	25	466	11	5	[1, 9]
	33	26	277	26	7	[1, 9]
	33	27	427	12	5	[27, 1]
	33	28	515	2	1	[1, 9]
	33	29	897	8	7	[9, 1]
	33	30	554	24	13	[27, 1]
	33	31	889	23	20	[1, 9]
	33	32	399	18	7	[1, 27]
	33	33	165	25	4	[27, 1]
	33	34	70	15	1	[1, 9]
	33	35	698	22	15	[1, 9]
	33	36	1010	1	1	[27, 1]
	33	37	782	17	13	[9, 1]
	33	38	688	3	2	[1, 9]
	33	39	656	25	16	[27, 1]
	33	40	790	22	17	[1, 9]
	33	41	416	27	11	[1, 9]
	33	42	1005	27	26	[1, 9]
	33	43	434	26	11	[1, 9]
	33	44	51	20	1	[9, 1]
	33	45	976	21	20	[9, 1]
	33	46	571	9	5	[9, 1]
	33	47	37	27	1	[1, 9]
	33	48	153	20	3	[9, 1]
	33	49	665	20	13	[9, 1]
	34	0	803	14	11	[1, 9]
	34	1	980	23	22	[1, 9]
	34	2	165	25	4	[27, 1]
	34	3	96	21	2	[9, 1]
	34	4	971	19	18	[1, 27]
	34	5	595	19	11	[1, 27]
	34	6	610	27	16	[1, 9]
	34	7	628	13	8	[27, 1]
	34	8	91	23	2	[1, 9]
	34	9	294	7	2	[1, 27]
	34	10	852	6	5	[1, 27]
	34	11	718	10	7	[1, 9]
	34	12	644	27	17	[1, 9]
	34	13	313	23	7	[1, 9]
	34	14	117	26	3	[1, 9]
	34	15	62	17	1	[9, 1]
	34	16	713	23	16	[1, 9]
	34	17	288	25	7	[27, 1]
	34	18	457	9	4	[9, 1]
	34	19	672	26	17	[1, 9]
	34	20	366	14	5	[1, 9]
	34	21	476	15	7	[1, 9]
	34	22	421	17	7	[9, 1]
	34	23	709	13	9	[27, 1]
	34	24	362	17	6	[9, 1]
	34	25	320	16	5	[9, 1]
	34	26	796	9	7	[9, 1]
	34	27	128	8	1	[9, 1]
	34	28	44	23	1	[1, 9]
	34	29	481	17	8	[9, 1]
	34	30	485	19	9	[1, 27]
	34	31	856	6	5	[1, 27]
	34	32	948	27	25	[1, 9]
	34	33	993	27	26	[1, 9]
	34	34	821	5	4	[9, 1]
	34	35	988	27	26	[1, 9]
	34	36	167	25	4	[27, 1]
	34	37	41	25	1	[27, 1]
	34	38	684	3	2	[1, 9]
	34	39	662	17	11	[9, 1]
	34	40	701	19	13	[1, 27]
	34	41	711	23	16	[1, 9]
	34	42	845	23	19	[1, 9]
	34	43	382	8	3	[9, 1]
	34	44	121	17	2	[9, 1]
	34	45	209	5	1	[9, 1]
	34	46	60	17	1	[9, 1]
	34	47	455	9	4	[9, 1]
	34	48	587	7	4	[1, 27]
	34	49	546	15	8	[1, 9]
	35	0	844	17	14	[9, 1]
	35	1	918	19	17	[1, 27]
	35	2	197	26	5	[1, 9]
	35	3	698	22	15	[1, 9]
	35	4	119	26	3	[1, 9]
	35	5	978	22	21	[1, 9]
	35	6	1013	1	1	[27, 1]
	35	7	80	13	1	[27, 1]
	35	8	697	25	17	[27, 1]
	35	9	809	19	15	[1, 27]
	35	10	619	23	14	[1, 9]
	35	11	63	16	1	[9, 1]
	35	12	638	8	5	[9, 1]
	35	13	1007	1	1	[27, 1]
	35	14	748	26	19	[1, 9]
	35	15	287	25	7	[27, 1]
	35	16	922	10	9	[1, 9]
	35	17	395	13	5	[27, 1]
	35	18	542	17	9	[9, 1]
	35	19	670	26	17	[1, 9]
	35	20	335	3	1	[1, 9]
	35	21	864	19	16	[1, 27]
	35	22	528	27	14	[1, 9]
	35	23	450	25	11	[27, 1]
	35	24	603	17	10	[9, 1]
	35	25	687	3	2	[1, 9]
	35	26	916	19	17	[1, 27]
	35	27	441	7	3	[1, 27]
	35	28	668	23	15	[1, 9]
	35	29	318	16	5	[9, 1]
	35	30	205	5	1	[9, 1]
	35	31	187	11	2	[1, 9]
	35	32	46	22	1	[1, 9]
	35	33	595	19	11	[1, 27]
	35	34	587	7	4	[1, 27]
	35	35	664	17	11	[9, 1]
	35	36	172	6	1	[1, 27]
	35	37	559	11	6	[1, 9]
	35	38	949	27	25	[1, 9]
	35	39	301	17	5	[9, 1]
	35	40	671	26	17	[1, 9]
	35	41	882	22	19	[1, 9]
	35	42	971	19	18	[1, 27]
	35	43	693	25	17	[27, 1]
	35	44	446	23	10	[1, 9]
	35	45	988	27	26	[1, 9]
	35	46	12	1	0	[27, 1]
	35	47	761	27	20	[1, 9]
	35	48	141	22	3	[1, 9]
	35	49	5	1	0	[27, 1]
	36	0	78	13	1	[27, 1]
	36	1	831	16	13	[9, 1]
	36	2	72	14	1	[1, 9]
	36	3	627	18	11	[1, 27]
	36	4	457	9	4	[9, 1]
	36	5	799	23	18	[1, 9]
	36	6	500	27	13	[1, 9]
	36	7	509	2	1	[1, 9]
	36	8	217	19	4	[1, 27]
	36	9	422	17	7	[9, 1]
	36	10	227	9	2	[9, 1]
	36	11	1017	1	1	[27, 1]
	36	12	540	19	10	[1, 27]
	36	13	1009	1	1	[27, 1]
	36	14	734	7	5	[1, 27]
	36	15	139	22	3	[1, 9]
	36	16	649	19	12	[1, 27]
	36	17	963	17	16	[9, 1]
	36	18	251	4	1	[9, 1]
	36	19	78	13	1	[27, 1]
	36	20	547	15	8	[1, 9]
	36	21	165	25	4	[27, 1]
	36	22	276	26	7	[1, 9]
	36	23	852	6	5	[1, 27]
	36	24	173	6	1	[1, 27]
	36	25	827	26	21	[1, 9]
	36	26	825	26	21	[1, 9]
	36	27	747	26	19	[1, 9]
	36	28	451	25	11	[27, 1]
	36	29	471	13	6	[27, 1]
	36	30	488	21	10	[9, 1]
	36	31	217	19	4	[1, 27]
	36	32	315	13	4	[27, 1]
	36	33	348	26	9	[1, 9]
	36	34	535	23	12	[1, 9]
	36	35	422	17	7	[9, 1]
	36	36	1012	1	1	[27, 1]
	36	37	194	21	4	[9, 1]
	36	38	252	4	1	[9, 1]
	36	39	689	3	2	[1, 9]
	36	40	123	25	3	[27, 1]
	36	41	289	25	7	[27, 1]
	36	42	160	19	3	[1, 27]
	36	43	531	27	14	[1, 9]
	36	44	578	23	13	[1, 9]
	36	45	674	26	17	[1, 9]
	36	46	500	27	13	[1, 9]
	36	47	566	20	11	[9, 1]
	36	48	547	15	8	[1, 9]
	36	49	30	27	1	[1, 9]
	37	0	829	21	17	[9, 1]
	37	1	1002	27	26	[1, 9]
	37	2	468	24	11	[27, 1]
	37	3	518	2	1	[1, 9]
	37	4	331	25	8	[27, 1]
	37	5	261	27	7	[1, 9]
	37	6	904	17	15	[9, 1]
	37	7	271	19	5	[1, 27]
	37	8	279	11	3	[1, 9]
	37	9	388	21	8	[9, 1]
	37	10	298	24	7	[27, 1]
	37	11	921	10	9	[1, 9]
	37	12	590	26	15	[1, 9]
	37	13	277	26	7	[1, 9]
	37	14	481	17	8	[9, 1]
	37	15	321	16	5	[9, 1]
	37	16	567	9	5	[9, 1]
	37	17	829	21	17	[9, 1]
	37	18	83	25	2	[27, 1]
	37	19	666	20	13	[9, 1]
	37	20	241	17	4	[9, 1]
	37	21	770	4	3	[9, 1]
	37	22	84	12	1	[27, 1]
	37	23	722	17	12	[9, 1]
	37	24	980	23	22	[1, 9]
	37	25	93	11	1	[1, 9]
	37	26	422	17	7	[9, 1]
	37	27	914	19	17	[1, 27]
	37	28	67	15	1	[1, 9]
	37	29	35	27	1	[1, 9]
	37	30	652	11	7	[1, 9]
	37	31	42	24	1	[27, 1]
	37	32	309	10	3	[1, 9]
	37	33	45	23	1	[1, 9]
	37	34	964	17	16	[9, 1]
	37	35	953	14	13	[1, 9]
	37	36	589	26	15	[1, 9]
	37	37	668	23	15	[1, 9]
	37	38	357	23	8	[1, 9]
	37	39	831	16	13	[9, 1]
	37	40	1014	1	1	[27, 1]
	37	41	967	18	17	[1, 27]
	37	42	823	5	4	[9, 1]
	37	43	592	19	11	[1, 27]
	37	44	102	10	1	[1, 9]
	37	45	733	7	5	[1, 27]
	37	46	591	26	15	[1, 9]
	37	47	496	27	13	[1, 9]
	37	48	738	25	18	[27, 1]
	37	49	93	11	1	[1, 9]
	38	0	17	1	0	[27, 1]
	38	1	843	17	14	[9, 1]
	38	2	295	7	2	[1, 27]
	38	3	371	11	4	[1, 9]
	38	4	61	17	1	[9, 1]
	38	5	673	26	17	[1, 9]
	38	6	84	12	1	[27, 1]
	38	7	354	26	9	[1, 9]
	38	8	689	3	2	[1, 9]
	38	9	653	11	7	[1, 9]
	38	10	224	23	5	[1, 9]
	38	11	905	26	23	[1, 9]
	38	12	346	3	1	[1, 9]
	38	13	945	13	12	[27, 1]
	38	14	341	3	1	[1, 9]
	38	15	493	27	13	[1, 9]
	38	16	295	7	2	[1, 27]
	38	17	494	27	13	[1, 9]
	38	18	237	13	3	[27, 1]
	38	19	289	25	7	[27, 1]
	38	20	595	19	11	[1, 27]
	38	21	504	2	1	[1, 9]
	38	22	797	9	7	[9, 1]
	38	23	993	27	26	[1, 9]
	38	24	40	26	1	[1, 9]
	38	25	611	5	3	[9, 1]
	38	26	309	10	3	[1, 9]
	38	27	759	27	20	[1, 9]
	38	28	765	4	3	[9, 1]
	38	29	261	27	7	[1, 9]
	38	30	26	27	1	[1, 9]
	38	31	92	11	1	[1, 9]
	38	32	678	3	2	[1, 9]
	38	33	956	15	14	[1, 9]
	38	34	928	21	19	[9, 1]
	38	35	831	16	13	[9, 1]
	38	36	393	13	5	[27, 1]
	38	37	219	14	3	[1, 9]
	38	38	643	27	17	[1, 9]
	38	39	232	22	5	[1, 9]
	38	40	557	11	6	[1, 9]
	38	41	629	13	8	[27, 1]
	38	42	930	11	10	[1, 9]
	38	43	808	19	15	[1, 27]
	38	44	768	4	3	[9, 1]
	38	45	881	7	6	[1, 27]
	38	46	943	25	23	[27, 1]
	38	47	649	19	12	[1, 27]
	38	48	2	1	0	[27, 1]
	38	49	841	17	14	[9, 1]
	39	0	513	2	1	[1, 9]
	39	1	38	27	1	[1, 9]
	39	2	457	9	4	[9, 1]
	39	3	544	17	9	[9, 1]
	39	4	912	9	8	[9, 1]
	39	5	529	27	14	[1, 9]
	39	6	114	9	1	[9, 1]
	39	7	352	26	9	[1, 9]
	39	8	740	18	13	[1, 27]
	39	9	683	3	2	[1, 9]
	39	10	162	19	3	[1, 27]
	39	11	520	2	1	[1, 9]
	39	12	550	13	7	[27, 1]
	39	13	340	3	1	[1, 9]
	39	14	83	25	2	[27, 1]
	39	15	304	27	8	[1, 9]
	39	16	973	20	19	[9, 1]
	39	17	196	26	5	[1, 9]
	39	18	203	5	1	[9, 1]
	39	19	457	9	4	[9, 1]
	39	20	771	4	3	[9, 1]
	39	21	365	14	5	[1, 9]
	39	22	685	3	2	[1, 9]
	39	23	71	14	1	[1, 9]
	39	24	392	13	5	[27, 1]
	39	25	431	19	8	[1, 27]
	39	26	904	17	15	[9, 1]
	39	27	468	24	11	[27, 1]
	39	28	599	12	7	[27, 1]
	39	29	190	27	5	[1, 9]
	39	30	397	18	7	[1, 27]
	39	31	754	19	14	[1, 27]
	39	32	181	17	3	[9, 1]
	39	33	904	17	15	[9, 1]
	39	34	985	26	25	[1, 9]
	39	35	512	2	1	[1, 9]
	39	36	799	23	18	[1, 9]
	39	37	97	21	2	[9, 1]
	39	38	956	15	14	[1, 9]
	39	39	552	13	7	[27, 1]
	39	40	475	13	6	[27, 1]
	39	41	389	21	8	[9, 1]
	39	42	851	6	5	[1, 27]
	39	43	438	7	3	[1, 27]
	39	44	697	25	17	[27, 1]
	39	45	392	13	5	[27, 1]
	39	46	47	22	1	[1, 9]
	39	47	888	15	13	[1, 9]
	39	48	369	25	9	[27, 1]
	39	49	925	21	19	[9, 1]
	40	0	920	10	9	[1, 9]
	40	1	182	17	3	[9, 1]
	40	2	217	19	4	[1, 27]
	40	3	720	27	19	[1, 9]
	40	4	560	11	6	[1, 9]
	40	5	290	7	2	[1, 27]
	40	6	585	7	4	[1, 27]
	40	7	121	17	2	[9, 1]
	40	8	658	14	9	[1, 9]
	40	9	200	26	5	[1, 9]
	40	10	871	20	17	[9, 1]
	40	11	333	25	8	[27, 1]
	40	12	609	27	16	[1, 9]
	40	13	852	6	5	[1, 27]
	40	14	238	13	3	[27, 1]
	40	15	766	4	3	[9, 1]
	40	16	114	9	1	[9, 1]
	40	17	110	19	2	[1, 27]
	40	18	923	10	9	[1, 9]
	40	19	336	3	1	[1, 9]
	40	20	371	11	4	[1, 9]
	40	21	628	13	8	[27, 1]
	40	22	226	9	2	[9, 1]
	40	23	37	27	1	[1, 9]
	40	24	130	8	1	[9, 1]
	40	25	896	8	7	[9, 1]
	40	26	329	25	8	[27, 1]
	40	27	26	27	1	[1, 9]
	40	28	386	8	3	[9, 1]
	40	29	389	21	8	[9, 1]
	40	30	674	26	17	[1, 9]
	40	31	672	26	17	[1, 9]
	40	32	471	13	6	[27, 1]
	40	33	59	17	1	[9, 1]
	40	34	192	16	3	[9, 1]
	40	35	589	26	15	[1, 9]
	40	36	77	27	2	[1, 9]
	40	37	922	10	9	[1, 9]
	40	38	501	27	13	[1, 9]
	40	39	934	23	21	[1, 9]
	40	40	530	27	14	[1, 9]
	40	41	284	18	5	[1, 27]
	40	42	159	13	2	[27, 1]
	40	43	628	13	8	[27, 1]
	40	44	397	18	7	[1, 27]
	40	45	410	5	2	[9, 1]
	40	46	372	11	4	[1, 9]
	40	47	361	17	6	[9, 1]
	40	48	392	13	5	[27, 1]
	40	49	92	11	1	[1, 9]
	41	0	638	8	5	[9, 1]
	41	1	749	26	19	[1, 9]
	41	2	920	10	9	[1, 9]
	41	3	956	15	14	[1, 9]
	41	4	644	27	17	[1, 9]
	41	5	106	19	2	[1, 27]
	41	6	591	26	15	[1, 9]
	41	7	913	9	8	[9, 1]
	41	8	1002	27	26	[1, 9]
	41	9	586	7	4	[1, 27]
	41	10	251	4	1	[9, 1]
	41	11	98	21	2	[9, 1]
	41	12	418	27	11	[1, 9]
	41	13	915	19	17	[1, 27]
	41	14	866	13	11	[27, 1]
	41	15	548	15	8	[1, 9]
	41	16	510	2	1	[1, 9]
	41	17	146	7	1	[1, 27]
	41	18	549	13	7	[27, 1]
	41	19	787	13	10	[27, 1]
	41	20	56	18	1	[1, 27]
	41	21	950	14	13	[1, 9]
	41	22	55	19	1	[1, 27]
	41	23	799	23	18	[1, 9]
	41	24	167	25	4	[27, 1]
	41	25	824	26	21	[1, 9]
	41	26	419	22	9	[1, 9]
	41	27	680	3	2	[1, 9]
	41	28	306	10	3	[1, 9]
	41	29	762	27	20	[1, 9]
	41	30	974	20	19	[9, 1]
	41	31	1006	1	1	[27, 1]
	41	32	776	25	19	[27, 1]
	41	33	221	14	3	[1, 9]
	41	34	937	12	11	[27, 1]
	41	35	1017	1	1	[27, 1]
	41	36	950	14	13	[1, 9]
	41	37	306	10	3	[1, 9]
	41	38	91	23	2	[1, 9]
	41	39	112	9	1	[9, 1]
	41	40	787	13	10	[27, 1]
	41	41	837	11	9	[1, 9]
	41	42	899	25	22	[27, 1]
	41	43	558	11	6	[1, 9]
	41	44	340	3	1	[1, 9]
	41	45	201	5	1	[9, 1]
	41	46	513	2	1	[1, 9]
	41	47	145	7	1	[1, 27]
	41	48	728	24	17	[27, 1]
	41	49	523	27	14	[1, 9]
	42	0	277	26	7	[1, 9]
	42	1	160	19	3	[1, 27]
	42	2	31	27	1	[1, 9]
	42	3	37	27	1	[1, 9]
	42	4	896	8	7	[9, 1]
	42	5	824	26	21	[1, 9]
	42	6	866	13	11	[27, 1]
	42	7	192	16	3	[9, 1]
	42	8	606	27	16	[1, 9]
	42	9	379	27	10	[1, 9]
	42	10	825	26	21	[1, 9]
	42	11	1005	27	26	[1, 9]
	42	12	662	17	11	[9, 1]
	42	13	583	7	4	[1, 27]
	42	14	404	23	9	[1, 9]
	42	15	9	1	0	[27, 1]
	42	16	372	11	4	[1, 9]
	42	17	28	27	1	[1, 9]
	42	18	379	27	10	[1, 9]
	42	19	654	25	16	[27, 1]
	42	20	296	24	7	[27, 1]
	42	21	69	15	1	[1, 9]
	42	22	132	23	3	[1, 9]
	42	23	205	5	1	[9, 1]
	42	24	184	11	2	[1, 9]
	42	25	669	26	17	[1, 9]
	42	26	430	19	8	[1, 27]
	42	27	594	19	11	[1, 27]
	42	28	7	1	0	[27, 1]
	42	29	134	23	3	[1, 9]
	42	30	68	15	1	[1, 9]
	42	31	815	5	4	[9, 1]
	42	32	845	23	19	[1, 9]
	42	33	464	11	5	[1, 9]
	42	34	408	5	2	[9, 1]
	42	35	1005	27	26	[1, 9]
	42	36	235	13	3	[27, 1]
	42	37	58	18	1	[1, 27]
	42	38	317	13	4	[27, 1]
	42	39	577	16	9	[9, 1]
	42	40	888	15	13	[1, 9]
	42	41	142	22	3	[1, 9]
	42	42	176	23	4	[1, 9]
	42	43	472	13	6	[27, 1]
	42	44	773	4	3	[9, 1]
	42	45	606	27	16	[1, 9]
	42	46	412	5	2	[9, 1]
	42	47	516	2	1	[1, 9]
	42	48	810	24	19	[27, 1]
	42	49	871	20	17	[9, 1]
	43	0	791	22	17	[1, 9]
	43	1	733	7	5	[1, 27]
	43	2	160	19	3	[1, 27]
	43	3	474	13	6	[27, 1]
	43	4	279	11	3	[1, 9]
	43	5	590	26	15	[1, 9]
	43	6	154	20	3	[9, 1]
	43	7	567	9	5	[9, 1]
	43	8	38	27	1	[1, 9]
	43	9	873	27	23	[1, 9]
	43	10	88	23	2	[1, 9]
	43	11	432	19	8	[1, 27]
	43	12	780	21	16	[9, 1]
	43	13	798	9	7	[9, 1]
	43	14	605	22	13	[1, 9]
	43	15	859	25	21	[27, 1]
	43	16	714	23	16	[1, 9]
	43	17	718	10	7	[1, 9]
	43	18	80	13	1	[27, 1]
	43	19	945	13	12	[27, 1]
	43	20	650	11	7	[1, 9]
	43	21	655	25	16	[27, 1]
	43	22	580	23	13	[1, 9]
	43	23	817	5	4	[9, 1]
	43	24	622	23	14	[1, 9]
	43	25	274	15	4	[1, 9]
	43	26	155	20	3	[9, 1]
	43	27	947	27	25	[1, 9]
	43	28	1	1	0	[27, 1]
	43	29	562	20	11	[9, 1]
	43	30	263	27	7	[1, 9]
	43	31	177	23	4	[1, 9]
	43	32	410	5	2	[9, 1]
	43	33	49	21	1	[9, 1]
	43	34	976	21	20	[9, 1]
	43	35	427	12	5	[27, 1]
	43	36	420	22	9	[1, 9]
	43	37	104	10	1	[1, 9]
	43	38	156	13	2	[27, 1]
	43	39	87	12	1	[27, 1]
	43	40	860	25	21	[27, 1]
	43	41	269	19	5	[1, 27]
	43	42	367	14	5	[1, 9]
	43	43	23	27	1	[1, 9]
	43	44	533	25	13	[27, 1]
	43	45	765	4	3	[9, 1]
	43	46	804	14	11	[1, 9]
	43	47	411	5	2	[9, 1]
	43	48	482	17	8	[9, 1]
	43	49	491	25	12	[27, 1]
	44	0	227	9	2	[9, 1]
	44	1	670	26	17	[1, 9]
	44	2	710	13	9	[27, 1]
	44	3	647	19	12	[1, 27]
	44	4	52	20	1	[9, 1]
	44	5	883	22	19	[1, 9]
	44	6	18	1	0	[27, 1]
	44	7	507	2	1	[1, 9]
	44	8	237	13	3	[27, 1]
	44	9	964	17	16	[9, 1]
	44	10	87	12	1	[27, 1]
	44	11	372	11	4	[1, 9]
	44	12	973	20	19	[9, 1]
	44	13	952	14	13	[1, 9]
	44	14	414	27	11	[1, 9]
	44	15	10	1	0	[27, 1]
	44	16	610	27	16	[1, 9]
	44	17	206	5	1	[9, 1]
	44	18	376	19	7	[1, 27]
	44	19	146	7	1	[1, 27]
	44	20	812	24	19	[27, 1]
	44	21	1021	1	1	[27, 1]
	44	22	852	6	5	[1, 27]
	44	23	754	19	14	[1, 27]
	44	24	20	27	1	[1, 9]
	44	25	258	4	1	[9, 1]
	44	26	473	13	6	[27, 1]
	44	27	1023	1	1	[27, 1]
	44	28	793	22	17	[1, 9]
	44	29	875	27	23	[1, 9]
	44	30	52	20	1	[9, 1]
	44	31	548	15	8	[1, 9]
	44	32	868	13	11	[27, 1]
	44	33	839	11	9	[1, 9]
	44	34	695	25	17	[27, 1]
	44	35	769	4	3	[9, 1]
	44	36	762	27	20	[1, 9]
	44	37	555	24	13	[27, 1]
	44	38	214	24	5	[27, 1]
	44	39	10	1	0	[27, 1]
	44	40	153	20	3	[9, 1]
	44	41	898	8	7	[9, 1]
	44	42	828	26	21	[1, 9]
	44	43	647	19	12	[1, 27]
	44	44	462	20	9	[9, 1]
	44	45	220	14	3	[1, 9]
	44	46	304	27	8	[1, 9]
	44	47	300	17	5	[9, 1]
	44	48	98	21	2	[9, 1]
	44	49	402	23	9	[1, 9]
	45	0	95	11	1	[1, 9]
	45	1	384	8	3	[9, 1]
	45	2	378	19	7	[1, 27]
	45	3	24	27	1	[1, 9]
	45	4	284	18	5	[1, 27]
	45	5	117	26	3	[1, 9]
	45	6	896	8	7	[9, 1]
	45	7	305	27	8	[1, 9]
	45	8	673	26	17	[1, 9]
	45	9	187	11	2	[1, 9]
	45	10	699	22	15	[1, 9]
	45	11	531	27	14	[1, 9]
	45	12	257	4	1	[9, 1]
	45	13	406	5	2	[9, 1]
	45	14	92	11	1	[1, 9]
	45	15	396	13	5	[27, 1]
	45	16	451	25	11	[27, 1]
	45	17	163	25	4	[27, 1]
	45	18	697	25	17	[27, 1]
	45	19	364	14	5	[1, 9]
	45	20	708	13	9	[27, 1]
	45	21	656	25	16	[27, 1]
	45	22	907	26	23	[1, 9]
	45	23	212	24	5	[27, 1]
	45	24	617	5	3	[9, 1]
	45	25	194	21	4	[9, 1]
	45	26	962	17	16	[9, 1]
	45	27	1004	27	26	[1, 9]
	45	28	368	25	9	[27, 1]
	45	29	347	3	1	[1, 9]
	45	30	894	8	7	[9, 1]
	45	31	117	26	3	[1, 9]
	45	32	764	4	3	[9, 1]
	45	33	74	14	1	[1, 9]
	45	34	874	27	23	[1, 9]
	45	35	1007	1	1	[27, 1]
	45	36	897	8	7	[9, 1]
	45	37	778	25	19	[27, 1]
	45	38	479	15	7	[1, 9]
	45	39	636	21	13	[9, 1]
	45	40	648	19	12	[1, 27]
	45	41	835	27	22	[1, 9]
	45	42	62	17	1	[9, 1]
	45	43	198	26	5	[1, 9]
	45	44	55	19	1	[1, 27]
	45	45	937	12	11	[27, 1]
	45	46	421	17	7	[9, 1]
	45	47	81	25	2	[27, 1]
	45	48	456	9	4	[9, 1]
	45	49	526	27	14	[1, 9]
	46	0	334	25	8	[27, 1]
	46	1	183	17	3	[9, 1]
	46	2	698	22	15	[1, 9]
	46	3	452	25	11	[27, 1]
	46	4	922	10	9	[1, 9]
	46	5	897	8	7	[9, 1]
	46	6	254	4	1	[9, 1]
	46	7	34	27	1	[1, 9]
	46	8	623	23	14	[1, 9]
	46	9	536	21	11	[9, 1]
	46	10	174	6	1	[1, 27]
	46	11	807	19	15	[1, 27]
	46	12	145	7	1	[1, 27]
	46	13	783	17	13	[9, 1]
	46	14	306	10	3	[1, 9]
	46	15	648	19	12	[1, 27]
	46	16	614	5	3	[9, 1]
	46	17	871	20	17	[9, 1]
	46	18	129	8	1	[9, 1]
	46	19	232	22	5	[1, 9]
	46	20	92	11	1	[1, 9]
	46	21	984	26	25	[1, 9]
	46	22	780	21	16	[9, 1]
	46	23	889	23	20	[1, 9]
